Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Tlr2,,NM_011905.2,,Endogenous,mRNA,100.00,219.61,273.84,248.44,46.13,29.28,31.71,324.78,267.18,273.95,34.06,34.31,32.12
Tlr3,,NM_126166.2,,Endogenous,mRNA,100.00,34.90,26.27,39.03,82.47,76.51,89.13,31.79,59.10,26.95,81.92,68.63,69.06
Tlr4,,NM_021297.2,,Endogenous,mRNA,100.00,158.52,238.48,376.94,106.23,98.24,95.98,407.70,842.32,395.21,90.03,85.26,84.31
Tlr5,,NM_016928.2,,Endogenous,mRNA,100.00,10.18,6.06,5.71,26.56,12.28,16.28,9.67,9.99,11.23,10.54,16.64,8.83
Tlr6,,NM_011604.3,,Endogenous,mRNA,100.00,165.80,199.07,226.55,29.35,31.17,17.14,236.33,224.73,196.48,22.71,21.84,17.67
Tlr7,,NM_133211.3,,Endogenous,mRNA,100.00,151.25,199.07,268.43,15.38,34.01,21.43,301.28,439.47,188.62,17.03,21.84,27.30
Tlr8,,NM_133212.2,,Endogenous,mRNA,100.00,621.01,915.50,1122.26,37.74,31.17,28.28,1119.45,1898.55,979.03,29.20,21.84,20.88
Tlr9,,NM_031178.2,,Endogenous,mRNA,100.00,184.70,226.35,191.33,60.11,28.34,40.28,223.89,248.04,273.95,27.58,29.11,39.35
Tm7sf3,,NM_026281.2,,Endogenous,mRNA,100.00,164.34,156.63,187.52,1016.21,1076.85,960.70,167.23,182.28,181.88,1060.86,1091.77,1056.72
Tmem173,,NM_028261.1,,Endogenous,mRNA,100.00,255.97,227.36,228.45,48.92,40.62,37.71,219.74,265.51,225.67,46.23,41.59,24.09
Tnc,,NM_011607.1,,Endogenous,mRNA,100.00,33.45,16.17,12.37,110.43,143.58,179.11,12.44,19.14,20.21,88.40,117.50,86.72
Tnf,,NM_013693.2,,Endogenous,mRNA,100.00,301.05,265.76,283.66,15.38,11.34,15.43,308.20,340.42,318.86,9.73,7.28,14.45
Tnfaip3,,NM_009397.2,,Endogenous,mRNA,100.00,189.07,210.18,245.58,106.23,79.35,70.27,210.07,264.68,217.81,84.35,101.90,73.07
Tnfaip6,,NM_009398.2,,Endogenous,mRNA,100.00,5.82,5.05,7.62,11.18,9.45,4.29,8.29,7.49,6.74,3.24,7.28,7.23
Tnfaip8,,NM_134131.2,,Endogenous,mRNA,100.00,413.04,519.39,602.54,4080.23,6122.91,5344.27,635.74,1045.41,737.64,5979.90,8171.67,7788.10
Tnfrsf11a,,NM_009399.3,,Endogenous,mRNA,100.00,427.58,507.27,601.59,83.87,68.96,67.70,601.19,784.06,788.17,81.92,49.91,63.44
Tnfrsf12a,,NM_001161746.1,,Endogenous,mRNA,100.00,321.41,318.30,275.09,436.12,422.24,405.36,290.23,287.16,257.11,344.70,353.53,385.43
Tnfrsf14,,NM_178931.2,,Endogenous,mRNA,100.00,184.70,211.19,221.79,65.70,55.73,69.42,237.71,282.99,268.34,56.77,49.91,56.21
Tnfrsf1a,,NM_011609.2,,Endogenous,mRNA,100.00,1461.63,1351.03,1326.92,799.55,687.67,663.32,1455.29,1462.41,1425.89,674.80,626.99,563.69
Tnfrsf1b,,NM_011610.3,,Endogenous,mRNA,100.00,1007.87,870.03,1124.17,53.12,37.78,40.28,1066.94,1271.81,1020.58,51.10,28.07,29.71
Tnfrsf4,,NM_011659.2,,Endogenous,mRNA,100.00,7.27,11.12,13.33,23.76,18.89,16.28,11.06,9.16,8.98,8.92,19.76,16.06
Tnfrsf8,,NM_009401.2,,Endogenous,mRNA,100.00,17.45,17.18,19.04,9.78,12.28,10.28,22.11,24.14,12.35,8.92,9.36,5.62
Tnfrsf9,,NM_001077508.1,,Endogenous,mRNA,100.00,17.45,10.10,8.57,6.99,5.67,6.00,9.67,4.99,4.49,8.92,6.24,5.62
Tnfsf10,,NM_009425.2,,Endogenous,mRNA,100.00,27.63,18.19,21.89,623.43,817.08,892.14,23.49,17.48,22.45,737.25,770.48,786.92
Tnfsf4,,NM_009452.2,,Endogenous,mRNA,100.00,17.45,10.10,16.18,8.39,6.61,6.86,13.82,9.99,12.35,4.06,11.44,7.23
Tnfsf9,,NM_009404.3,,Endogenous,mRNA,100.00,30.54,26.27,32.36,26.56,15.11,15.43,19.35,32.46,17.96,8.92,6.24,21.68
Top2a,,NM_011623.2,,Endogenous,mRNA,100.00,498.84,809.40,1114.65,86.66,52.90,73.70,1202.38,1773.70,963.32,83.54,56.15,57.81
Tpsb2,,NM_010781.3,,Endogenous,mRNA,100.00,21.82,12.13,23.80,5.59,11.34,4.29,17.97,19.98,11.23,4.06,10.40,3.21
Traf1,,NM_009421.3,,Endogenous,mRNA,100.00,49.45,47.49,38.08,37.74,29.28,24.85,71.87,56.60,43.79,31.63,30.15,21.68
Traf2,,NM_009422.2,,Endogenous,mRNA,100.00,367.95,321.34,302.70,341.07,317.39,308.52,322.02,299.64,312.12,327.67,294.26,301.12
Traf6,,NM_009424.2,,Endogenous,mRNA,100.00,132.35,117.22,132.31,293.54,283.38,316.23,129.91,166.47,143.71,343.08,297.38,277.83
Trafd1,,NM_172275.2,,Endogenous,mRNA,100.00,305.42,330.43,338.87,173.33,172.86,149.98,333.07,367.89,330.09,141.12,141.41,167.82
Trem1,,NM_021406.5,,Endogenous,mRNA,91.67,5.82,6.06,1.00,5.59,8.50,7.71,1.38,4.99,3.37,5.68,7.28,9.64
Trem2,,NM_031254.2,,Endogenous,mRNA,100.00,13241.93,11556.99,11072.24,22.37,10.39,8.57,10753.66,10296.80,10234.95,13.79,16.64,10.44
Trex1,,NM_011637.6,,Endogenous,mRNA,100.00,207.97,181.89,197.04,33.55,43.45,41.14,182.43,183.95,170.66,34.06,34.31,42.56
Trim9,,NM_001110202.1,,Endogenous,mRNA,100.00,14.54,9.09,9.52,5.59,16.06,19.71,8.29,7.49,10.10,10.54,14.56,16.86
Tspan7,,NM_019634.2,,Endogenous,mRNA,100.00,32.00,39.41,32.36,426.33,355.17,339.37,24.88,30.80,29.19,458.25,382.64,386.23
Tspan8,,NM_001168680.1,,Endogenous,mRNA,100.00,7.27,15.16,11.42,1012.02,1096.68,1273.51,15.20,10.82,8.98,1015.44,1033.55,956.35
Ttk,,NM_009445.2,,Endogenous,mRNA,100.00,49.45,57.60,74.25,26.56,25.50,24.00,84.30,125.68,60.63,17.03,17.68,23.29
Tuba1a,,NM_011653.2,,Endogenous,mRNA,100.00,1006.42,885.19,769.12,378.81,331.56,371.08,703.46,711.65,714.07,309.01,358.73,343.68
Tuba4a,,NM_009447.3,,Endogenous,mRNA,100.00,522.11,448.66,404.55,2660.05,2228.32,2119.37,445.02,402.02,390.72,2385.31,2232.42,2347.11
Twistnb,,NM_172253.2,,Endogenous,mRNA,100.00,97.44,109.13,160.87,366.23,319.28,295.67,197.63,388.70,250.37,317.12,290.10,289.07
Txn1,,NM_011660.3,,Endogenous,mRNA,100.00,5080.07,5196.96,5048.76,12061.76,12515.03,11608.97,5001.60,7500.99,9288.47,13165.84,11886.83,12251.06
Txndc16,,NM_172597.2,,Endogenous,mRNA,100.00,119.26,160.67,232.26,176.12,175.70,193.68,186.58,243.04,187.50,144.37,178.84,149.35
Tyrobp,,NM_011662.2,,Endogenous,mRNA,100.00,27337.56,26137.36,25932.96,359.24,201.20,231.39,25439.22,25381.18,24593.73,251.43,183.00,186.29
Usp18,,NM_011909.2,,Endogenous,mRNA,100.00,52.36,43.45,46.64,34.95,45.34,41.14,69.10,45.78,49.40,34.88,41.59,68.25
Vamp2,,NM_009497.3,,Endogenous,mRNA,100.00,82.90,86.90,66.63,353.65,347.61,329.95,76.01,99.88,93.19,343.08,331.69,376.60
Vasp,,NM_009499.2,,Endogenous,mRNA,100.00,1025.32,884.18,928.08,444.51,474.19,500.49,1073.85,994.64,1014.96,400.66,438.79,411.13
Vav1,,NM_011691.4,,Endogenous,mRNA,100.00,1636.15,1490.47,1503.02,58.71,46.29,43.71,1561.71,1581.43,1629.10,39.74,32.23,32.12
Vav2,,NM_009500.1,,Endogenous,mRNA,100.00,327.23,270.81,289.37,539.56,497.81,497.06,269.50,324.61,259.35,511.78,542.77,530.77
Vcam1,,NM_011693.2,,Endogenous,mRNA,100.00,29.09,56.59,61.87,143.98,114.30,152.55,22.11,39.95,19.09,152.48,123.73,139.72
Vegfa,,NM_001025250.3,,Endogenous,mRNA,100.00,269.06,273.84,363.62,1849.31,2018.61,1904.26,268.12,466.11,416.54,1973.29,2044.22,2065.26
Vegfc,,NM_009506.2,,Endogenous,mRNA,100.00,17.45,24.25,25.70,99.25,63.29,85.70,52.52,34.96,47.16,91.65,63.43,79.49
Vrk2,,NM_001252447.1,,Endogenous,mRNA,100.00,120.71,148.54,138.02,68.49,103.91,97.70,149.26,221.40,144.83,91.65,77.98,85.92
Vsir,,NM_001159572.1,,Endogenous,mRNA,100.00,5411.67,4990.82,4894.56,153.76,136.02,167.97,5038.92,5187.10,5220.77,157.34,113.34,111.61
Vtcn1,,NM_178594.3,,Endogenous,mRNA,100.00,20.36,28.29,25.70,37.74,62.34,46.28,26.26,26.63,24.70,26.76,60.31,51.39
Vwa5a,,NM_172767.3,,Endogenous,mRNA,100.00,2699.29,3250.75,3377.26,841.49,821.80,882.71,3285.11,3941.10,3034.78,812.68,748.65,838.31
Was,,NM_009515.2,,Endogenous,mRNA,100.00,353.41,348.62,350.29,13.98,14.17,18.00,342.75,366.23,353.66,15.41,15.60,12.04
Xcr1,,NM_011798.4,,Endogenous,mRNA,100.00,7.27,5.05,9.52,11.18,18.89,17.14,11.06,10.82,5.61,22.71,16.64,12.85
Yap1,,NM_009534.3,,Endogenous,mRNA,100.00,11.63,19.20,15.23,1375.45,1184.53,1166.38,12.44,18.31,22.45,1277.41,1143.76,1178.77
Yes1,,NM_001205132.1,,Endogenous,mRNA,100.00,10.18,8.08,12.37,623.43,497.81,513.34,11.06,8.32,7.86,572.60,537.57,557.27
Zfp148,,NM_011749.4,,Endogenous,mRNA,100.00,71.26,79.83,124.70,585.69,497.81,565.62,109.18,287.16,135.85,539.35,607.23,557.27
Zfp92,,NM_009566.4,,Endogenous,mRNA,100.00,10.18,5.05,3.81,1.40,7.56,4.29,8.29,10.82,3.37,5.68,7.28,4.01
Zmpste24,,NM_172700.2,,Endogenous,mRNA,100.00,187.61,243.53,306.50,887.61,820.86,790.16,277.79,318.78,268.34,887.29,720.57,754.00
Znrf2,,NM_199143.2,,Endogenous,mRNA,100.00,677.73,934.70,1583.92,4868.60,5816.86,5701.64,1271.48,2293.91,1894.07,5666.02,5963.17,5651.37
Abcf1,,NM_013854.1,,Housekeeping,mRNA,100.00,427.58,388.03,437.86,445.90,391.07,386.51,438.11,436.14,444.61,404.72,383.68,387.04
Alas1,,NM_020559.2,,Housekeeping,mRNA,100.00,1355.46,1062.03,1212.69,835.89,1327.17,1317.21,927.35,1030.43,869.00,1190.63,1843.54,1597.93
Edc3,,NM_153799.3,,Housekeeping,mRNA,100.00,139.62,129.34,133.26,148.17,135.08,137.98,152.02,153.15,142.59,150.05,144.53,143.73
Eef1g,,NM_026007.4,,Housekeeping,mRNA,100.00,4094.02,3578.15,3005.08,1807.38,1883.54,1691.72,3119.27,2694.26,2719.29,1681.32,1717.73,1746.48
Eif2b4,,NM_001127355.1,,Housekeeping,mRNA,100.00,218.15,209.17,188.47,448.70,408.07,394.22,176.90,191.44,177.39,350.38,380.56,383.82
G6pdx,,NM_008062.2,,Housekeeping,mRNA,100.00,2268.80,1975.51,1748.60,423.54,338.17,322.23,1600.40,1619.72,1784.04,331.72,335.85,312.36
Gusb,,NM_010368.1,,Housekeeping,mRNA,100.00,5397.12,4600.77,4509.05,394.18,289.99,365.08,4305.06,4426.35,4639.18,315.50,364.96,362.14
Hdac3,,NM_010411.2,,Housekeeping,mRNA,100.00,462.49,455.73,453.09,652.78,584.71,610.19,447.78,421.16,459.20,571.79,557.32,578.95
Hprt,,NM_013556.2,,Housekeeping,mRNA,100.00,116.35,190.98,245.58,378.81,370.28,390.79,252.91,303.80,255.99,412.02,440.87,395.07
Nubp1,,NM_011955.2,,Housekeeping,mRNA,100.00,442.12,463.82,375.99,395.58,339.11,401.08,366.24,393.69,417.66,424.18,312.98,342.07
Oaz1,,NM_008753.4,,Housekeeping,mRNA,100.00,6922.74,6987.55,6944.90,5806.53,6180.53,6040.16,6762.32,6758.55,6862.22,6399.22,6299.02,6292.15
Polr1b,,NM_009086.2,,Housekeeping,mRNA,100.00,82.90,90.94,103.75,164.94,167.19,150.83,99.51,76.57,84.21,138.69,136.21,141.32
Polr2a,,NM_001291068.1,,Housekeeping,mRNA,100.00,648.64,627.51,566.37,552.14,627.22,641.04,592.90,600.94,737.64,604.24,618.67,639.97
Ppia,,NM_008907.1,,Housekeeping,mRNA,100.00,30207.01,30670.43,29326.40,23525.26,21866.59,21628.19,29013.18,29889.10,30978.79,22313.72,21056.69,21251.65
Rpl19,,NM_009078.2,,Housekeeping,mRNA,100.00,27829.14,26157.57,23040.20,11860.48,10780.74,10587.42,22308.90,19956.03,19692.95,11227.42,10249.16,10289.38
Sap130,,NM_172965.2,,Housekeeping,mRNA,100.00,302.51,225.34,246.54,342.47,342.89,321.38,281.94,307.13,321.11,317.93,359.77,331.63
Sdha,,NM_023281.1,,Housekeeping,mRNA,100.00,1195.48,1152.97,1256.48,6223.08,6016.17,6286.12,1159.53,1196.90,1231.65,6148.60,6075.47,6239.95
Sf3a3,,NM_029157.3,,Housekeeping,mRNA,100.00,359.23,372.87,405.50,339.67,322.11,293.95,432.58,426.99,394.08,366.60,318.17,324.40
Tbp,,NM_013684.3,,Housekeeping,mRNA,100.00,129.44,174.81,163.72,100.64,113.35,133.69,169.99,173.96,176.27,113.55,112.30,121.25
Tubb5,,NM_011655.4,,Housekeeping,mRNA,100.00,3250.49,2917.29,2751.88,230.64,225.76,230.53,3091.62,3051.33,2979.77,238.45,275.54,235.27
NEG_A,,ERCC_00096.1,,Negative,SYSTEM,100.00,13.00,8.00,8.00,6.00,9.00,8.00,10.00,16.00,16.00,12.00,9.00,8.00
NEG_B,,ERCC_00041.1,,Negative,SYSTEM,100.00,10.00,7.00,12.00,5.00,8.00,4.00,3.00,7.00,9.00,8.00,3.00,6.00
NEG_C,,ERCC_00019.1,,Negative,SYSTEM,100.00,9.00,4.00,22.00,12.00,17.00,18.00,14.00,20.00,9.00,15.00,16.00,21.00
NEG_D,,ERCC_00076.1,,Negative,SYSTEM,100.00,16.00,14.00,26.00,10.00,12.00,14.00,21.00,26.00,23.00,9.00,13.00,11.00
NEG_E,,ERCC_00098.1,,Negative,SYSTEM,100.00,13.00,10.00,22.00,3.00,8.00,6.00,11.00,20.00,12.00,13.00,11.00,8.00
NEG_F,,ERCC_00126.1,,Negative,SYSTEM,100.00,7.00,14.00,5.00,14.00,9.00,11.00,8.00,12.00,11.00,8.00,7.00,20.00
NEG_G,,ERCC_00144.1,,Negative,SYSTEM,100.00,7.00,4.00,6.00,3.00,7.00,7.00,8.00,6.00,3.00,8.00,5.00,8.00
NEG_H,,ERCC_00154.1,,Negative,SYSTEM,100.00,10.00,6.00,7.00,5.00,10.00,9.00,9.00,11.00,12.00,4.00,7.00,9.00
POS_A,,ERCC_00117.1,,Positive,SYSTEM,100.00,25991.00,27312.00,22876.00,23931.00,27349.00,22838.00,24223.00,24142.00,20831.00,24578.00,27349.00,30859.00
POS_B,,ERCC_00112.1,,Positive,SYSTEM,100.00,9560.00,9901.00,8286.00,8877.00,10433.00,8602.00,9077.00,8931.00,7707.00,9152.00,10209.00,10962.00
POS_C,,ERCC_00002.1,,Positive,SYSTEM,100.00,2458.00,2624.00,2204.00,2399.00,2673.00,2117.00,2261.00,2340.00,1981.00,2411.00,2629.00,2894.00
POS_D,,ERCC_00092.1,,Positive,SYSTEM,100.00,463.00,597.00,485.00,463.00,520.00,439.00,425.00,454.00,462.00,459.00,510.00,623.00
POS_E,,ERCC_00035.1,,Positive,SYSTEM,100.00,85.00,112.00,78.00,78.00,83.00,67.00,65.00,69.00,64.00,72.00,96.00,93.00
POS_F,,ERCC_00034.1,,Positive,SYSTEM,100.00,56.00,54.00,40.00,47.00,57.00,49.00,45.00,66.00,47.00,37.00,44.00,42.00
