Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Tlr2,,NM_011905.2,,Endogenous,mRNA,100.00,151.00,271.00,261.00,33.00,31.00,37.00,235.00,321.00,244.00,42.00,33.00,40.00
Tlr3,,NM_126166.2,,Endogenous,mRNA,100.00,24.00,26.00,41.00,59.00,81.00,104.00,23.00,71.00,24.00,101.00,66.00,86.00
Tlr4,,NM_021297.2,,Endogenous,mRNA,100.00,109.00,236.00,396.00,76.00,104.00,112.00,295.00,1012.00,352.00,111.00,82.00,105.00
Tlr5,,NM_016928.2,,Endogenous,mRNA,100.00,7.00,6.00,6.00,19.00,13.00,19.00,7.00,12.00,10.00,13.00,16.00,11.00
Tlr6,,NM_011604.3,,Endogenous,mRNA,100.00,114.00,197.00,238.00,21.00,33.00,20.00,171.00,270.00,175.00,28.00,21.00,22.00
Tlr7,,NM_133211.3,,Endogenous,mRNA,100.00,104.00,197.00,282.00,11.00,36.00,25.00,218.00,528.00,168.00,21.00,21.00,34.00
Tlr8,,NM_133212.2,,Endogenous,mRNA,100.00,427.00,906.00,1179.00,27.00,33.00,33.00,810.00,2281.00,872.00,36.00,21.00,26.00
Tlr9,,NM_031178.2,,Endogenous,mRNA,100.00,127.00,224.00,201.00,43.00,30.00,47.00,162.00,298.00,244.00,34.00,28.00,49.00
Tm7sf3,,NM_026281.2,,Endogenous,mRNA,100.00,113.00,155.00,197.00,727.00,1140.00,1121.00,121.00,219.00,162.00,1308.00,1050.00,1316.00
Tmem173,,NM_028261.1,,Endogenous,mRNA,100.00,176.00,225.00,240.00,35.00,43.00,44.00,159.00,319.00,201.00,57.00,40.00,30.00
Tnc,,NM_011607.1,,Endogenous,mRNA,100.00,23.00,16.00,13.00,79.00,152.00,209.00,9.00,23.00,18.00,109.00,113.00,108.00
Tnf,,NM_013693.2,,Endogenous,mRNA,100.00,207.00,263.00,298.00,11.00,12.00,18.00,223.00,409.00,284.00,12.00,7.00,18.00
Tnfaip3,,NM_009397.2,,Endogenous,mRNA,100.00,130.00,208.00,258.00,76.00,84.00,82.00,152.00,318.00,194.00,104.00,98.00,91.00
Tnfaip6,,NM_009398.2,,Endogenous,mRNA,100.00,4.00,5.00,8.00,8.00,10.00,5.00,6.00,9.00,6.00,4.00,7.00,9.00
Tnfaip8,,NM_134131.2,,Endogenous,mRNA,100.00,284.00,514.00,633.00,2919.00,6482.00,6236.00,460.00,1256.00,657.00,7373.00,7859.00,9699.00
Tnfrsf11a,,NM_009399.3,,Endogenous,mRNA,100.00,294.00,502.00,632.00,60.00,73.00,79.00,435.00,942.00,702.00,101.00,48.00,79.00
Tnfrsf12a,,NM_001161746.1,,Endogenous,mRNA,100.00,221.00,315.00,289.00,312.00,447.00,473.00,210.00,345.00,229.00,425.00,340.00,480.00
Tnfrsf14,,NM_178931.2,,Endogenous,mRNA,100.00,127.00,209.00,233.00,47.00,59.00,81.00,172.00,340.00,239.00,70.00,48.00,70.00
Tnfrsf1a,,NM_011609.2,,Endogenous,mRNA,100.00,1005.00,1337.00,1394.00,572.00,728.00,774.00,1053.00,1757.00,1270.00,832.00,603.00,702.00
Tnfrsf1b,,NM_011610.3,,Endogenous,mRNA,100.00,693.00,861.00,1181.00,38.00,40.00,47.00,772.00,1528.00,909.00,63.00,27.00,37.00
Tnfrsf4,,NM_011659.2,,Endogenous,mRNA,100.00,5.00,11.00,14.00,17.00,20.00,19.00,8.00,11.00,8.00,11.00,19.00,20.00
Tnfrsf8,,NM_009401.2,,Endogenous,mRNA,100.00,12.00,17.00,20.00,7.00,13.00,12.00,16.00,29.00,11.00,11.00,9.00,7.00
Tnfrsf9,,NM_001077508.1,,Endogenous,mRNA,100.00,12.00,10.00,9.00,5.00,6.00,7.00,7.00,6.00,4.00,11.00,6.00,7.00
Tnfsf10,,NM_009425.2,,Endogenous,mRNA,100.00,19.00,18.00,23.00,446.00,865.00,1041.00,17.00,21.00,20.00,909.00,741.00,980.00
Tnfsf4,,NM_009452.2,,Endogenous,mRNA,100.00,12.00,10.00,17.00,6.00,7.00,8.00,10.00,12.00,11.00,5.00,11.00,9.00
Tnfsf9,,NM_009404.3,,Endogenous,mRNA,100.00,21.00,26.00,34.00,19.00,16.00,18.00,14.00,39.00,16.00,11.00,6.00,27.00
Top2a,,NM_011623.2,,Endogenous,mRNA,100.00,343.00,801.00,1171.00,62.00,56.00,86.00,870.00,2131.00,858.00,103.00,54.00,72.00
Tpsb2,,NM_010781.3,,Endogenous,mRNA,100.00,15.00,12.00,25.00,4.00,12.00,5.00,13.00,24.00,10.00,5.00,10.00,4.00
Traf1,,NM_009421.3,,Endogenous,mRNA,100.00,34.00,47.00,40.00,27.00,31.00,29.00,52.00,68.00,39.00,39.00,29.00,27.00
Traf2,,NM_009422.2,,Endogenous,mRNA,100.00,253.00,318.00,318.00,244.00,336.00,360.00,233.00,360.00,278.00,404.00,283.00,375.00
Traf6,,NM_009424.2,,Endogenous,mRNA,100.00,91.00,116.00,139.00,210.00,300.00,369.00,94.00,200.00,128.00,423.00,286.00,346.00
Trafd1,,NM_172275.2,,Endogenous,mRNA,100.00,210.00,327.00,356.00,124.00,183.00,175.00,241.00,442.00,294.00,174.00,136.00,209.00
Trem1,,NM_021406.5,,Endogenous,mRNA,83.33,4.00,6.00,1.00,4.00,9.00,9.00,1.00,6.00,3.00,7.00,7.00,12.00
Trem2,,NM_031254.2,,Endogenous,mRNA,100.00,9105.00,11437.00,11632.00,16.00,11.00,10.00,7781.00,12371.00,9116.00,17.00,16.00,13.00
Trex1,,NM_011637.6,,Endogenous,mRNA,100.00,143.00,180.00,207.00,24.00,46.00,48.00,132.00,221.00,152.00,42.00,33.00,53.00
Trim9,,NM_001110202.1,,Endogenous,mRNA,100.00,10.00,9.00,10.00,4.00,17.00,23.00,6.00,9.00,9.00,13.00,14.00,21.00
Tspan7,,NM_019634.2,,Endogenous,mRNA,100.00,22.00,39.00,34.00,305.00,376.00,396.00,18.00,37.00,26.00,565.00,368.00,481.00
Tspan8,,NM_001168680.1,,Endogenous,mRNA,100.00,5.00,15.00,12.00,724.00,1161.00,1486.00,11.00,13.00,8.00,1252.00,994.00,1191.00
Ttk,,NM_009445.2,,Endogenous,mRNA,100.00,34.00,57.00,78.00,19.00,27.00,28.00,61.00,151.00,54.00,21.00,17.00,29.00
Tuba1a,,NM_011653.2,,Endogenous,mRNA,100.00,692.00,876.00,808.00,271.00,351.00,433.00,509.00,855.00,636.00,381.00,345.00,428.00
Tuba4a,,NM_009447.3,,Endogenous,mRNA,100.00,359.00,444.00,425.00,1903.00,2359.00,2473.00,322.00,483.00,348.00,2941.00,2147.00,2923.00
Twistnb,,NM_172253.2,,Endogenous,mRNA,100.00,67.00,108.00,169.00,262.00,338.00,345.00,143.00,467.00,223.00,391.00,279.00,360.00
Txn1,,NM_011660.3,,Endogenous,mRNA,100.00,3493.00,5143.00,5304.00,8629.00,13249.00,13546.00,3619.00,9012.00,8273.00,16233.00,11432.00,15257.00
Txndc16,,NM_172597.2,,Endogenous,mRNA,100.00,82.00,159.00,244.00,126.00,186.00,226.00,135.00,292.00,167.00,178.00,172.00,186.00
Tyrobp,,NM_011662.2,,Endogenous,mRNA,100.00,18797.00,25866.00,27244.00,257.00,213.00,270.00,18407.00,30494.00,21905.00,310.00,176.00,232.00
Usp18,,NM_011909.2,,Endogenous,mRNA,100.00,36.00,43.00,49.00,25.00,48.00,48.00,50.00,55.00,44.00,43.00,40.00,85.00
Vamp2,,NM_009497.3,,Endogenous,mRNA,100.00,57.00,86.00,70.00,253.00,368.00,385.00,55.00,120.00,83.00,423.00,319.00,469.00
Vasp,,NM_009499.2,,Endogenous,mRNA,100.00,705.00,875.00,975.00,318.00,502.00,584.00,777.00,1195.00,904.00,494.00,422.00,512.00
Vav1,,NM_011691.4,,Endogenous,mRNA,100.00,1125.00,1475.00,1579.00,42.00,49.00,51.00,1130.00,1900.00,1451.00,49.00,31.00,40.00
Vav2,,NM_009500.1,,Endogenous,mRNA,100.00,225.00,268.00,304.00,386.00,527.00,580.00,195.00,390.00,231.00,631.00,522.00,661.00
Vcam1,,NM_011693.2,,Endogenous,mRNA,100.00,20.00,56.00,65.00,103.00,121.00,178.00,16.00,48.00,17.00,188.00,119.00,174.00
Vegfa,,NM_001025250.3,,Endogenous,mRNA,100.00,185.00,271.00,382.00,1323.00,2137.00,2222.00,194.00,560.00,371.00,2433.00,1966.00,2572.00
Vegfc,,NM_009506.2,,Endogenous,mRNA,100.00,12.00,24.00,27.00,71.00,67.00,100.00,38.00,42.00,42.00,113.00,61.00,99.00
Vrk2,,NM_001252447.1,,Endogenous,mRNA,100.00,83.00,147.00,145.00,49.00,110.00,114.00,108.00,266.00,129.00,113.00,75.00,107.00
Vsir,,NM_001159572.1,,Endogenous,mRNA,100.00,3721.00,4939.00,5142.00,110.00,144.00,196.00,3646.00,6232.00,4650.00,194.00,109.00,139.00
Vtcn1,,NM_178594.3,,Endogenous,mRNA,100.00,14.00,28.00,27.00,27.00,66.00,54.00,19.00,32.00,22.00,33.00,58.00,64.00
Vwa5a,,NM_172767.3,,Endogenous,mRNA,100.00,1856.00,3217.00,3548.00,602.00,870.00,1030.00,2377.00,4735.00,2703.00,1002.00,720.00,1044.00
Was,,NM_009515.2,,Endogenous,mRNA,100.00,243.00,345.00,368.00,10.00,15.00,21.00,248.00,440.00,315.00,19.00,15.00,15.00
Xcr1,,NM_011798.4,,Endogenous,mRNA,100.00,5.00,5.00,10.00,8.00,20.00,20.00,8.00,13.00,5.00,28.00,16.00,16.00
Yap1,,NM_009534.3,,Endogenous,mRNA,100.00,8.00,19.00,16.00,984.00,1254.00,1361.00,9.00,22.00,20.00,1575.00,1100.00,1468.00
Yes1,,NM_001205132.1,,Endogenous,mRNA,100.00,7.00,8.00,13.00,446.00,527.00,599.00,8.00,10.00,7.00,706.00,517.00,694.00
Zfp148,,NM_011749.4,,Endogenous,mRNA,100.00,49.00,79.00,131.00,419.00,527.00,660.00,79.00,345.00,121.00,665.00,584.00,694.00
Zfp92,,NM_009566.4,,Endogenous,mRNA,91.67,7.00,5.00,4.00,1.00,8.00,5.00,6.00,13.00,3.00,7.00,7.00,5.00
Zmpste24,,NM_172700.2,,Endogenous,mRNA,100.00,129.00,241.00,322.00,635.00,869.00,922.00,201.00,383.00,239.00,1094.00,693.00,939.00
Znrf2,,NM_199143.2,,Endogenous,mRNA,100.00,466.00,925.00,1664.00,3483.00,6158.00,6653.00,920.00,2756.00,1687.00,6986.00,5735.00,7038.00
Abcf1,,NM_013854.1,,Housekeeping,mRNA,100.00,294.00,384.00,460.00,319.00,414.00,451.00,317.00,524.00,396.00,499.00,369.00,482.00
Alas1,,NM_020559.2,,Housekeeping,mRNA,100.00,932.00,1051.00,1274.00,598.00,1405.00,1537.00,671.00,1238.00,774.00,1468.00,1773.00,1990.00
Edc3,,NM_153799.3,,Housekeeping,mRNA,100.00,96.00,128.00,140.00,106.00,143.00,161.00,110.00,184.00,127.00,185.00,139.00,179.00
Eef1g,,NM_026007.4,,Housekeeping,mRNA,100.00,2815.00,3541.00,3157.00,1293.00,1994.00,1974.00,2257.00,3237.00,2422.00,2073.00,1652.00,2175.00
Eif2b4,,NM_001127355.1,,Housekeeping,mRNA,100.00,150.00,207.00,198.00,321.00,432.00,460.00,128.00,230.00,158.00,432.00,366.00,478.00
G6pdx,,NM_008062.2,,Housekeeping,mRNA,100.00,1560.00,1955.00,1837.00,303.00,358.00,376.00,1158.00,1946.00,1589.00,409.00,323.00,389.00
Gusb,,NM_010368.1,,Housekeeping,mRNA,100.00,3711.00,4553.00,4737.00,282.00,307.00,426.00,3115.00,5318.00,4132.00,389.00,351.00,451.00
Hdac3,,NM_010411.2,,Housekeeping,mRNA,100.00,318.00,451.00,476.00,467.00,619.00,712.00,324.00,506.00,409.00,705.00,536.00,721.00
Hprt,,NM_013556.2,,Housekeeping,mRNA,100.00,80.00,189.00,258.00,271.00,392.00,456.00,183.00,365.00,228.00,508.00,424.00,492.00
Nubp1,,NM_011955.2,,Housekeeping,mRNA,100.00,304.00,459.00,395.00,283.00,359.00,468.00,265.00,473.00,372.00,523.00,301.00,426.00
Oaz1,,NM_008753.4,,Housekeeping,mRNA,100.00,4760.00,6915.00,7296.00,4154.00,6543.00,7048.00,4893.00,8120.00,6112.00,7890.00,6058.00,7836.00
Polr1b,,NM_009086.2,,Housekeeping,mRNA,100.00,57.00,90.00,109.00,118.00,177.00,176.00,72.00,92.00,75.00,171.00,131.00,176.00
Polr2a,,NM_001291068.1,,Housekeeping,mRNA,100.00,446.00,621.00,595.00,395.00,664.00,748.00,429.00,722.00,657.00,745.00,595.00,797.00
Ppia,,NM_008907.1,,Housekeeping,mRNA,100.00,20770.00,30352.00,30809.00,16830.00,23149.00,25237.00,20993.00,35910.00,27592.00,27512.00,20251.00,26466.00
Rpl19,,NM_009078.2,,Housekeeping,mRNA,100.00,19135.00,25886.00,24205.00,8485.00,11413.00,12354.00,16142.00,23976.00,17540.00,13843.00,9857.00,12814.00
Sap130,,NM_172965.2,,Housekeeping,mRNA,100.00,208.00,223.00,259.00,245.00,363.00,375.00,204.00,369.00,286.00,392.00,346.00,413.00
Sdha,,NM_023281.1,,Housekeeping,mRNA,100.00,822.00,1141.00,1320.00,4452.00,6369.00,7335.00,839.00,1438.00,1097.00,7581.00,5843.00,7771.00
Sf3a3,,NM_029157.3,,Housekeeping,mRNA,100.00,247.00,369.00,426.00,243.00,341.00,343.00,313.00,513.00,351.00,452.00,306.00,404.00
Tbp,,NM_013684.3,,Housekeeping,mRNA,100.00,89.00,173.00,172.00,72.00,120.00,156.00,123.00,209.00,157.00,140.00,108.00,151.00
Tubb5,,NM_011655.4,,Housekeeping,mRNA,100.00,2235.00,2887.00,2891.00,165.00,239.00,269.00,2237.00,3666.00,2654.00,294.00,265.00,293.00
NEG_A,,ERCC_00096.1,,Negative,SYSTEM,100.00,13.00,8.00,8.00,6.00,9.00,8.00,10.00,16.00,16.00,12.00,9.00,8.00
NEG_B,,ERCC_00041.1,,Negative,SYSTEM,100.00,10.00,7.00,12.00,5.00,8.00,4.00,3.00,7.00,9.00,8.00,3.00,6.00
NEG_C,,ERCC_00019.1,,Negative,SYSTEM,100.00,9.00,4.00,22.00,12.00,17.00,18.00,14.00,20.00,9.00,15.00,16.00,21.00
NEG_D,,ERCC_00076.1,,Negative,SYSTEM,100.00,16.00,14.00,26.00,10.00,12.00,14.00,21.00,26.00,23.00,9.00,13.00,11.00
NEG_E,,ERCC_00098.1,,Negative,SYSTEM,100.00,13.00,10.00,22.00,3.00,8.00,6.00,11.00,20.00,12.00,13.00,11.00,8.00
NEG_F,,ERCC_00126.1,,Negative,SYSTEM,100.00,7.00,14.00,5.00,14.00,9.00,11.00,8.00,12.00,11.00,8.00,7.00,20.00
NEG_G,,ERCC_00144.1,,Negative,SYSTEM,100.00,7.00,4.00,6.00,3.00,7.00,7.00,8.00,6.00,3.00,8.00,5.00,8.00
NEG_H,,ERCC_00154.1,,Negative,SYSTEM,100.00,10.00,6.00,7.00,5.00,10.00,9.00,9.00,11.00,12.00,4.00,7.00,9.00
POS_A,,ERCC_00117.1,,Positive,SYSTEM,100.00,25991.00,27312.00,22876.00,23931.00,27349.00,22838.00,24223.00,24142.00,20831.00,24578.00,27349.00,30859.00
POS_B,,ERCC_00112.1,,Positive,SYSTEM,100.00,9560.00,9901.00,8286.00,8877.00,10433.00,8602.00,9077.00,8931.00,7707.00,9152.00,10209.00,10962.00
POS_C,,ERCC_00002.1,,Positive,SYSTEM,100.00,2458.00,2624.00,2204.00,2399.00,2673.00,2117.00,2261.00,2340.00,1981.00,2411.00,2629.00,2894.00
POS_D,,ERCC_00092.1,,Positive,SYSTEM,100.00,463.00,597.00,485.00,463.00,520.00,439.00,425.00,454.00,462.00,459.00,510.00,623.00
POS_E,,ERCC_00035.1,,Positive,SYSTEM,100.00,85.00,112.00,78.00,78.00,83.00,67.00,65.00,69.00,64.00,72.00,96.00,93.00
POS_F,,ERCC_00034.1,,Positive,SYSTEM,100.00,56.00,54.00,40.00,47.00,57.00,49.00,45.00,66.00,47.00,37.00,44.00,42.00
